"28871313,Graffiti (and Other Poems),Savannah Brown,""Brown, Savannah"",Ed Stockham,""="""""""""",""=""""9780692631935"""""",0,4.43,Self Published,Hardcover,80,2016,2016,,2017/07/24,to-read,to-read (#186),to-read,,,,0,,,0,,,,,";
"30075802,""The Princess Saves Herself in this One (Women are Some Kind of Magic, #1)"",Amanda Lovelace,""Lovelace, Amanda"",,""=""""1532913680"""""",""=""""9781532913686"""""",0,3.98,CreateSpace,Paperback,156,2016,2016,,2017/07/24,to-read,to-read (#185),to-read,,,,0,,,0,,,,,";
"27220736,Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,""Knight, Phil"",,""=""""1501135910"""""",""=""""9781501135910"""""",0,4.44,Scribner,Hardcover,386,2016,2016,,2017/07/24,to-read,to-read (#184),to-read,,,,0,,,0,,,,,";
"25111005,A Thousand Naked Strangers: A Paramedic’s Wild Ride to the Edge and Back,Kevin Hazzard,""Hazzard, Kevin"",,""=""""1501110837"""""",""=""""9781501110832"""""",0,3.87,Scribner,Hardcover,261,2016,2016,,2017/07/24,to-read,to-read (#183),to-read,,,,0,,,0,,,,,";
"25614898,When Breath Becomes Air,Paul Kalanithi,""Kalanithi, Paul"",Abraham Verghese,""=""""081298840X"""""",""=""""9780812988406"""""",0,4.32,Random House,Hardcover,230,2016,2016,,2017/07/24,to-read,to-read (#182),to-read,,,,0,,,0,,,,,";
"25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,""Desmond, Matthew"",,""=""""0553447432"""""",""=""""9780553447439"""""",0,4.47,Crown,Hardcover,418,2016,2016,,2017/07/24,to-read,to-read (#181),to-read,,,,0,,,0,,,,,";
"28505023,The Fire This Time: A New Generation Speaks about Race,Jesmyn Ward,""Ward, Jesmyn"",""Kima Jones, Garnette Cadogan, Claudia Rankine, Emily Raboteau, Mitchell S. Jackson, Natasha Trethewey, Daniel José Older, Edwidge Danticat, Rachel Kaadzi Ghansah, Wendy S. Walters, Isabel Wilkerson, Honorée Fanonne Jeffers, Carol  Anderson, Kevin Young, Kiese Laymon, Clint   Smith"",""=""""1501126342"""""",""=""""9781501126345"""""",0,4.35,Scribner,Hardcover,226,2016,2016,,2017/07/24,to-read,to-read (#180),to-read,,,,0,,,0,,,,,";
"25779641,""Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master"",Brad Warner,""Warner, Brad"",,""=""""1608683885"""""",""=""""9781608683888"""""",0,3.91,New World Library,Paperback,328,2016,2016,,2017/07/24,to-read,to-read (#179),to-read,,,,0,,,0,,,,,";
"25814413,And Then All Hell Broke Loose: Two Decades in the Middle East,Richard Engel,""Engel, Richard"",,""=""""1451635117"""""",""=""""9781451635119"""""",0,4.20,""Simon & Schuster, Inc."",Hardcover,241,2016,2016,,2017/07/24,to-read,to-read (#178),to-read,,,,0,,,0,,,,,";
"25733966,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Charles Duhigg,""Duhigg, Charles"",,""=""""081299339X"""""",""=""""9780812993394"""""",0,3.90,Random House,Hardcover,400,2016,2016,,2017/07/24,to-read,to-read (#177),to-read,,,,0,,,0,,,,,";
"27036528,Ego Is the Enemy,Ryan Holiday,""Holiday, Ryan"",,""=""""1591847818"""""",""=""""9781591847816"""""",0,4.12,Portfolio,Hardcover,226,2016,2016,,2017/07/24,to-read,to-read (#176),to-read,,,,0,,,0,,,,,";
"25814485,""Grit: Passion, Perseverance, and the Science of Success"",Angela Duckworth,""Duckworth, Angela"",,""=""""1501111108"""""",""=""""9781501111105"""""",0,4.07,Scribner,Hardcover,320,2016,2016,,2017/07/24,to-read,to-read (#175),to-read,,,,0,,,0,,,,,";
"27833614,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,""Mayer, Jane"",,""=""""0385535597"""""",""=""""9780385535595"""""",0,4.36,Doubleday,Hardcover,464,2016,2016,,2017/07/24,to-read,to-read (#174),to-read,,,,0,,,0,,,,,";
"27068734,But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,""Klosterman, Chuck"",,""=""""0399184120"""""",""=""""9780399184123"""""",0,3.66,Blue Rider Press,Hardcover,272,2016,2016,,2017/07/24,to-read,to-read (#173),to-read,,,,0,,,0,,,,,";
"26200563,Hamilton: The Revolution,Lin-Manuel Miranda,""Miranda, Lin-Manuel"",Jeremy McCarter,""=""""1455539740"""""",""=""""9781455539741"""""",0,4.47,Grand Central Publishing,Hardcover,285,2016,2016,,2017/07/24,to-read,to-read (#172),to-read,,,,0,,,0,,,,,";
"24331386,The View from the Cheap Seats: Selected Nonfiction,Neil Gaiman,""Gaiman, Neil"",,""=""""0062262262"""""",""=""""9780062262264"""""",0,4.00,William Morrow,Hardcover,522,2016,2016,,2017/07/24,to-read,to-read (#171),to-read,,,,0,,,0,,,,,";
"28090846,""Into the Light (The Light, #1)"",Aleatha Romig,""Romig, Aleatha"",,""=""""1503935159"""""",""=""""9781503935150"""""",0,4.19,Thomas & Mercer,Paperback,352,2016,2016,,2017/07/24,to-read,to-read (#170),to-read,,,,0,,,0,,,,,";
"26114135,All the Ugly and Wonderful Things,Bryn Greenwood,""Greenwood, Bryn"",,""=""""1250074134"""""",""=""""9781250074133"""""",0,4.10,Thomas Dunne Books,Hardcover,346,2016,2016,,2017/07/24,to-read,to-read (#169),to-read,,,,0,,,0,,,,,";
"28508624,Ghosts,Raina Telgemeier,""Telgemeier, Raina"",,""=""""0545540615"""""",""=""""9780545540612"""""",0,4.23,Graphix,Hardcover,256,2016,2016,,2017/07/24,to-read,to-read (#168),to-read,,,,0,,,0,,,,,";
"25855506,""Adulthood Is a Myth (Sarah's Scribbles, #1)"",Sarah Andersen,""Andersen, Sarah"",,""=""""1449474195"""""",""=""""9781449474195"""""",0,4.15,Andrews McMeel Publishing,Paperback,112,2016,2016,,2017/07/24,to-read,to-read (#167),to-read,,,,0,,,0,,,,,";
"22694572,Something New: Tales from a Makeshift Bride,Lucy Knisley,""Knisley, Lucy"",,""=""""1626722498"""""",""=""""9781626722491"""""",0,3.92,First Second,Paperback,292,2016,2016,,2017/07/24,to-read,to-read (#166),to-read,,,,0,,,0,,,,,";
"25618818,Rosalie Lightning: A Graphic Memoir,Tom Hart,""Hart, Tom"",,""=""""1250049946"""""",""=""""9781250049940"""""",0,4.12,St. Martin's Press,Hardcover,272,2016,2016,,2017/07/24,to-read,to-read (#165),to-read,,,,0,,,0,,,,,";
"27245604,Small Gods: A Discworld Graphic Novel,Terry Pratchett,""Pratchett, Terry"",Ray Friesen,""=""""0857522965"""""",""=""""9780857522962"""""",0,4.27,Doubleday,Hardcover,128,2016,2016,,2017/07/24,to-read,to-read (#164),to-read,,,,0,,,0,,,,,";
"26530322,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,""Waal, Frans de"",,""=""""0393246183"""""",""=""""9780393246186"""""",0,3.94,W. W. Norton  Company,Hardcover,340,2016,2016,,2017/07/24,to-read,to-read (#163),to-read,,,,0,,,0,,,,,";
"25430558,In a Different Key: The Story of Autism,John Donvan,""Donvan, John"",Caren Zucker,""=""""0307985679"""""",""=""""9780307985675"""""",0,4.29,Crown,Hardcover,688,2016,2016,,2017/07/24,to-read,to-read (#162),to-read,,,,0,,,0,,,,,";
"25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,""Christian, Brian"",Tom  Griffiths,""=""""1627790365"""""",""=""""9781627790369"""""",0,4.16,Henry Holt and Co.,Hardcover,368,2016,2016,,2017/07/24,to-read,to-read (#161),to-read,,,,0,,,0,,,,,";
"25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,""Munroe, Randall"",,""=""""0544668251"""""",""=""""9780544668256"""""",0,4.15,Houghton Mifflin Harcourt,Hardcover,64,2015,2015,,2017/07/24,to-read,to-read (#160),to-read,,,,0,,,0,,,,,";
"26530389,Idiot Brain: What Your Head Is Really Up To,Dean Burnett,""Burnett, Dean"",,""=""""0393253783"""""",""=""""9780393253788"""""",0,3.91,W. W. Norton  Company,Hardcover,336,2016,2016,,2017/07/24,to-read,to-read (#159),to-read,,,,0,,,0,,,,,";
"26150770,""The Big Picture: On the Origins of Life, Meaning, and the Universe Itself"",Sean Carroll,""Carroll, Sean"",,""=""""0525954821"""""",""=""""9780525954828"""""",0,4.17,Dutton,Hardcover,480,2016,2016,,2017/07/24,to-read,to-read (#158),to-read,,,,0,,,0,,,,,";
"26530320,Grunt: The Curious Science of Humans at War,Mary Roach,""Roach, Mary"",,""=""""0393245446"""""",""=""""9780393245448"""""",0,3.94,W. W. Norton  Company,Hardcover,285,2016,2016,,2017/07/24,to-read,to-read (#157),to-read,,,,0,,,0,,,,,";
"25943299,""Czy jest ktoś, kto cię kocha"",Kalin Terzijski,""Terzijski, Kalin"",Hanna Karpińska,""="""""""""",""=""""9788364887222"""""",4,3.42,Książkowe Klimaty,Paperback,200,2015,2009,2017/07/24,2017/07/23,,,read,,,,1,,,0,,,,,";
"18929244,Kronika pewnego miasta,Pandelis Prevelakis,""Prevelakis, Pandelis"",Janusz Strasburger,""="""""""""",""=""""9788364169021"""""",3,3.44,Książkowe Klimaty,Paperback,160,2013,1937,2017/07/23,2017/07/18,,,read,,,,1,,,0,,,,,";
"126274,Understanding Media: The Extensions of Man,Marshall McLuhan,""McLuhan, Marshall"",Lewis H. Lapham,""=""""0262631598"""""",""=""""9780262631594"""""",0,4.10,Mit Press,Paperback,389,1994,1964,,2017/07/21,to-read,to-read (#156),to-read,,,,0,,,0,,,,,";
"23346894,Man Disconnected: How technology has sabotaged what it means to be male,Philip G. Zimbardo,""Zimbardo, Philip G."",Nikita D. Coulombe,""=""""1846044847"""""",""=""""9781846044847"""""",0,3.71,Rider,Paperback,352,2015,2015,,2017/07/20,to-read,to-read (#155),to-read,,,,0,,,0,,,,,";
"22206,Lullaby,Chuck Palahniuk,""Palahniuk, Chuck"",,""=""""0099437961"""""",""=""""9780099437963"""""",3,3.73,Vintage,Paperback,260,2003,2002,2017/07/20,2017/06/19,,,read,,,,1,,,0,,,,,";
"31192626,Anduin: Son of the Wolf,Robert Brooks,""Brooks, Robert"",""Nesskain, Blizzard Entertainment"",""="""""""""",""="""""""""",3,4.11,Dark Horse,ebook,10,2016,2016,2017/07/20,2017/07/20,,,read,,,,1,,,0,,,,,";
"223380,Stories of Your Life and Others,Ted Chiang,""Chiang, Ted"",,""=""""0330426648"""""",""=""""9780330426640"""""",0,4.27,Small Beer Press,ebook,281,2010,2002,,2017/07/20,to-read,to-read (#154),to-read,,,,0,,,0,,,,,";
"22590,Ubik,Philip K. Dick,""Dick, Philip K."",""David Alabort, Manuel Espín"",""=""""8498000831"""""",""=""""9788498000832"""""",0,4.10,La factoría de ideas,Paperback,288,2006,1969,,2017/07/19,to-read,to-read (#153),to-read,,,,0,,,0,,,,,";
"9969571,Ready Player One,Ernest Cline,""Cline, Ernest"",,""=""""030788743X"""""",""=""""9780307887436"""""",0,4.31,Crown Publishers,Hardcover,374,2011,2011,,2017/07/18,to-read,to-read (#152),to-read,,,,0,,,0,,,,,";
"23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,""Harari, Yuval Noah"",,""="""""""""",""="""""""""",0,4.43,Harvill Secker,Paperback,443,2014,2011,,2017/07/18,to-read,to-read (#151),to-read,,,,0,,,0,,,,,";
"51893,Thus Spoke Zarathustra,Friedrich Nietzsche,""Nietzsche, Friedrich"",Walter Kaufmann,""=""""0140047484"""""",""=""""9780140047486"""""",0,4.05,Penguin Books,Paperback,327,1978,1891,,2017/07/18,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,";
"472331,Watchmen,Alan Moore,""Moore, Alan"",""Dave Gibbons, John Higgins"",""=""""0930289234"""""",""=""""9780930289232"""""",5,4.35,DC Comics,Paperback,416,2005,1987,2017/07/18,2017/04/26,,,read,,,,1,,,0,,,,,";
"4900,Heart of Darkness,Joseph Conrad,""Conrad, Joseph"",,""=""""1892295490"""""",""=""""9781892295491"""""",4,3.42,Green Integer,Paperback,188,2003,1899,,2017/05/22,,,read,,,,1,,,0,,,,,";
"5358,The Firm,Robin A.H. Waterfield,""Waterfield, Robin A.H."",John Grisham,""=""""0582418275"""""",""=""""9780582418271"""""",0,3.99,Addison Wesley Publishing Company,Paperback,75,2000,1991,,2017/07/15,to-read,to-read (#150),to-read,,,,0,,,0,,,,,";
"929782,Martin Eden,Jack London,""London, Jack"",Andrew Sinclair,""=""""0140187723"""""",""=""""9780140187724"""""",5,4.40,Penguin,Paperback,480,1994,1909,2017/07/15,2013/09/23,,,read,,,,1,,,0,,,,,";
"34972749,Tylko Lola,Jarosław Kamiński,""Kamiński, Jarosław"",,""="""""""""",""=""""9788328044616"""""",0,3.87,W.A.B.,ebook,323,2017,,,2017/07/12,to-read,to-read (#149),to-read,,,,0,,,0,,,,,";
"28375849,Magiczne dwudziestolecie,Przemysław Semczuk,""Semczuk, Przemysław"",,""="""""""""",""=""""9788377055182"""""",0,3.80,Wydawnictwo Naukowe PWN,,320,2014,,,2017/07/04,to-read,to-read (#148),to-read,,,,0,,,0,,,,,";
"28551709,Wampir z Zagłębia,Przemysław Semczuk,""Semczuk, Przemysław"",,""="""""""""",""=""""9788324040957"""""",0,3.44,Znak,,384,2016,2016,,2017/07/04,to-read,to-read (#147),to-read,,,,0,,,0,,,,,";
"15976192,Zatajone Katastrofy Prl,Przemysław Semczuk,""Semczuk, Przemysław"",,""=""""8375589217"""""",""=""""9788375589214"""""",0,4.50,Ringier Axel Springer Polska,Hardcover,151,,,,2017/07/04,to-read,to-read (#146),to-read,,,,0,,,0,,,,,";
"23430674,Maluch. Biografia,Przemysław Semczuk,""Semczuk, Przemysław"",,""="""""""""",""="""""""""",0,3.80,Wydawnictwo Znak,Hardcover,272,2014,2014,,2017/07/04,to-read,to-read (#145),to-read,,,,0,,,0,,,,,";
"17735603,Czarna wołga. Kryminalna historia PRL,Przemysław Semczuk,""Semczuk, Przemysław"",,""="""""""""",""=""""9788324021291"""""",0,3.73,Znak,Paperback,400,2013,2013,,2017/07/04,to-read,to-read (#144),to-read,,,,0,,,0,,,,,";
"16002136,""Hawkeye, Volume 1: My Life as a Weapon"",Matt Fraction,""Fraction, Matt"",""David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis"",""=""""0785165622"""""",""=""""9780785165620"""""",0,4.16,Marvel,Paperback,136,2013,2013,,2017/07/04,to-read,to-read (#143),to-read,,,,0,,,0,,,,,";
"20518872,""The Three-Body Problem (Remembrance of Earth’s Past, #1)"",Liu Cixin,""Cixin, Liu"",Ken Liu,""=""""0765377063"""""",""=""""9780765377067"""""",0,4.02,Tor Books,Hardcover,400,2014,2007,,2017/07/04,to-read,to-read (#142),to-read,,,,0,,,0,,,,,";
"77160,""Across the Nightingale Floor (Tales of the Otori, #1)"",Lian Hearn,""Hearn, Lian"",,""=""""1573223328"""""",""=""""9781573223324"""""",0,4.05,Riverhead Books,Paperback,305,2002,2002,,2017/07/04,to-read,to-read (#141),to-read,,,,0,,,0,,,,,";
"25944812,""The Emperor of the Eight Islands (Tale of Shikanoko, #1)"",Lian Hearn,""Hearn, Lian"",,""=""""0374536317"""""",""=""""9780374536312"""""",0,3.61,FSG Originals,Paperback,251,2016,2016,,2017/07/04,to-read,to-read (#140),to-read,,,,0,,,0,,,,,";
"22514020,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,""Silberman, Steve"",,""=""""158333467X"""""",""=""""9781583334676"""""",0,4.29,Avery/Penguin Random House LLC,Hardcover,477,2015,2015,,2017/06/29,to-read,to-read (#139),to-read,,,,0,,,0,,,,,";
"15195,""The Complete Maus (Maus, #1-2)"",Art Spiegelman,""Spiegelman, Art"",,""=""""0141014083"""""",""=""""9780141014081"""""",5,4.53,Penguin Books,Paperback,296,2003,1986,2017/06/24,2017/04/26,,,read,,,,1,,,0,,,,,";
"7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,""Dick, Philip K."",Roger Zelazny,""=""""0345404475"""""",""=""""9780345404473"""""",5,4.08,Del Rey / Ballantine Books,Paperback,244,1996,1968,2017/06/23,2013/10/13,,,read,,,,1,,,0,,,,,";
"27276428,The Gene: An Intimate History,Siddhartha Mukherjee,""Mukherjee, Siddhartha"",,""=""""1476733503"""""",""=""""9781476733500"""""",0,4.36,Scribner,Hardcover,592,2016,2016,,2017/06/20,to-read,to-read (#138),to-read,,,,0,,,0,,,,,";
"31121229,Highmountain: A Mountain Divided,Robert Brooks,""Brooks, Robert"",David Kegg,""="""""""""",""="""""""""",3,4.01,Dark Horse,Kindle Edition,10,,2016,2017/06/19,2017/06/19,,,read,,,,1,,,0,,,,,";
"30831912,Norse Mythology,Neil Gaiman,""Gaiman, Neil"",,""="""""""""",""="""""""""",3,4.10,W. W. Norton & Company,Kindle Edition,304,2017,2017,2017/06/19,2017/05/09,,,read,,,,1,,,0,,,,,";
"28862,The Prince,Niccolò Machiavelli,""Machiavelli, Niccolò"",""Adolph Caso, Rufus Goodwin, Benjamin Martinez"",""=""""0937832383"""""",""=""""9780937832387"""""",4,3.78,Dante University of America Press,Paperback,140,2003,1532,2017/06/13,2013/09/23,,,read,,,,1,,,0,,,,,";
"5427609,Song of Time,Ian R. MacLeod,""MacLeod, Ian R."",,""=""""1906301212"""""",""=""""9781906301217"""""",0,3.80,PS Publishing,Hardcover,302,2008,2008,,2017/06/13,to-read,to-read (#137),to-read,,,,0,,,0,,,,,";
"22594,Deus Irae,Philip K. Dick,""Dick, Philip K."",Roger Zelazny,""=""""1400030072"""""",""=""""9781400030071"""""",0,3.44,Vintage,Paperback,192,2003,1976,,2017/06/13,to-read,to-read (#136),to-read,,,,0,,,0,,,,,";
"46756,""Oryx and Crake (MaddAddam, #1)"",Margaret Atwood,""Atwood, Margaret"",,""=""""0385721676"""""",""=""""9780385721677"""""",0,4.00,Anchor Books,Paperback,400,2004,2003,,2017/06/13,to-read,to-read (#135),to-read,,,,0,,,0,,,,,";
"6597651,The Windup Girl,Paolo Bacigalupi,""Bacigalupi, Paolo"",,""=""""1597801577"""""",""=""""9781597801577"""""",0,3.74,Night Shade Books,Hardcover,359,2009,2009,,2017/06/13,to-read,to-read (#134),to-read,,,,0,,,0,,,,,";
"60211,The Shadow of the Torturer (The Book of the New Sun #1),Gene Wolfe,""Wolfe, Gene"",,""=""""0671540661"""""",""=""""9780671540661"""""",0,3.80,Pocket Books,Paperback,262,1984,1980,,2017/06/13,to-read,to-read (#133),to-read,,,,0,,,0,,,,,";
"38169,""Alas, Babylon"",Pat Frank,""Frank, Pat"",,""=""""0060741872"""""",""=""""9780060741877"""""",0,4.07,Harper Perennial Modern Classics,Paperback,323,2005,1959,,2017/06/13,to-read,to-read (#132),to-read,,,,0,,,0,,,,,";
"149267,The Stand,Stephen King,""King, Stephen"",Bernie Wrightson,""=""""0385199570"""""",""=""""9780385199575"""""",0,4.34,Doubleday Books,Hardcover,1153,1990,1978,,2017/06/13,to-read,to-read (#131),to-read,,,,0,,,0,,,,,";
"164154,A Canticle for Leibowitz,Walter M. Miller Jr.,""Jr., Walter M. Miller"",,""=""""0060892994"""""",""=""""9780060892999"""""",0,3.98,HarperCollins EOS,Paperback,335,2006,1959,,2017/06/13,to-read,to-read (#130),to-read,,,,0,,,0,,,,,";
"11557,Swan Song,Robert McCammon,""McCammon, Robert"",,""=""""0671741039"""""",""=""""9780671741037"""""",0,4.28,Pocket Books,Mass Market Paperback,956,1987,1987,,2017/06/13,to-read,to-read (#129),to-read,,,,0,,,0,,,,,";
"5230637,Pianola,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",Wacław Niepokólczycki,""="""""""""",""=""""9788375060065"""""",4,3.85,Zysk i S-ka,Paperback,384,2008,1952,2017/06/12,2017/05/29,,,read,,,,1,,,0,,,,,";
"29096122,Drugie pokolenie - Czego nie powiedziałem mojemu ojcu,Michel Kichka,""Kichka, Michel"",,""="""""""""",""=""""9788362435159"""""",0,4.10,MOCAK,Paperback,112,2016,2012,,2017/06/11,to-read,to-read (#128),to-read,,,,0,,,0,,,,,";
"23256687,Oskarżam Auschwitz Opowieści rodzinne,Mikołaj Grynberg,""Grynberg, Mikołaj"",,""="""""""""",""=""""9788375365658"""""",0,4.49,Wydawnictwo Czarne,Hardcover,304,2014,2014,,2017/06/11,to-read,to-read (#127),to-read,,,,0,,,0,,,,,";
"18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick,""Mitnick, Kevin D."",""William L. Simon, Steve Wozniak"",""=""""076454280X"""""",""=""""9780764542800"""""",4,3.76,Wiley,Paperback,352,2003,2001,2017/06/07,2016/11/13,,,read,,,,1,,,0,,,,,";
"32321,""Blame!, Vol. 1"",Tsutomu Nihei,""Nihei, Tsutomu"",,""=""""1595328343"""""",""=""""9781595328342"""""",0,4.08,TokyoPop,Paperback,256,2005,1998,,2017/05/30,to-read,to-read (#126),to-read,,,,0,,,0,,,,,";
"34097694,""Inwigilacja (Chyłka i Zordon, #5)"",Remigiusz Mróz,""Mróz, Remigiusz"",,""="""""""""",""=""""9788379766161"""""",3,4.10,Czwarta Strona,Paperback,592,2017,2017,2017/05/29,2017/05/23,,,read,,,,1,,,0,,,,,";
"7111179,Sandstealers,Ben   Brown,""Brown, Ben"",,""=""""0007280149"""""",""=""""9780007280148"""""",4,3.49,HarperCollins Publishers,Paperback,418,2009,2009,2017/05/25,2017/05/09,,,read,,,,1,,,0,,,,,";
"4979,A Man Without a Country,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""081297736X"""""",""=""""9780812977363"""""",0,4.07,Random House Trade Paperbacks,Paperback,146,2007,2005,,2017/05/23,to-read,to-read (#125),to-read,,,,0,,,0,,,,,";
"9597,Player Piano,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""0385333781"""""",""=""""9780385333788"""""",0,3.85,Dial Press,Paperback,341,2006,1952,,2017/05/23,to-read,to-read (#124),to-read,,,,0,,,0,,,,,";
"33290408,""God Bless You, Mr. Rosewater"",Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""="""""""""",""="""""""""",0,3.95,RosettaBooks,Kindle Edition,290,,1965,,2017/05/23,to-read,to-read (#123),to-read,,,,0,,,0,,,,,";
"9593,Galápagos,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""0385333870"""""",""=""""9780385333870"""""",0,3.87,Dial Press,Paperback,324,1999,1985,,2017/05/23,to-read,to-read (#122),to-read,,,,0,,,0,,,,,";
"9592,Mother Night,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""0385334141"""""",""=""""9780385334143"""""",0,4.21,Dial Press,Paperback,282,1999,1961,,2017/05/23,to-read,to-read (#121),to-read,,,,0,,,0,,,,,";
"4980,Breakfast of Champions,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""0385334206"""""",""=""""9780385334204"""""",0,4.08,Dell Publishing,Paperback,303,1999,1973,,2017/05/23,to-read,to-read (#119),to-read,,,,0,,,0,,,,,";
"4982,The Sirens of Titan,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""1857988841"""""",""=""""9781857988840"""""",0,4.16,Gollancz,Paperback,224,1999,1959,,2017/05/23,to-read,to-read (#120),to-read,,,,0,,,0,,,,,";
"135479,Cat's Cradle,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""0140285601"""""",""=""""9780140285604"""""",0,4.17,Penguin,Paperback,306,1999,1963,,2017/05/23,to-read,to-read (#118),to-read,,,,0,,,0,,,,,";
"25330592,A Full Life: Reflections at Ninety,Jimmy Carter,""Carter, Jimmy"",,""=""""1501115634"""""",""=""""9781501115639"""""",0,3.81,Simon  Schuster,Hardcover,257,2015,2015,,2017/05/22,to-read,to-read (#117),to-read,,,,0,,,0,,,,,";
"31138556,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,""Harari, Yuval Noah"",,""="""""""""",""="""""""""",0,4.32,Harper,Kindle Edition,450,2017,2015,,2017/05/22,to-read,to-read (#116),to-read,,,,0,,,0,,,,,";
"27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,""Vance, J.D."",,""=""""0062300547"""""",""=""""9780062300546"""""",0,3.96,Harper,Hardcover,272,2016,2016,,2017/05/22,to-read,to-read (#115),to-read,,,,0,,,0,,,,,";
"29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,""Noah, Trevor"",,""=""""0385689225"""""",""=""""9780385689229"""""",0,4.44,Doubleday Canada,Kindle Edition,304,2016,2016,,2017/05/22,to-read,to-read (#114),to-read,,,,0,,,0,,,,,";
"25664510,The Heart,Maylis de Kerangal,""Kerangal, Maylis de"",Sam Taylor,""=""""0374240906"""""",""=""""9780374240905"""""",0,3.88,""Farrar, Straus and Giroux"",Hardcover,242,2016,2014,,2017/05/22,to-read,to-read (#113),to-read,,,,0,,,0,,,,,";
"10534,The Art of War,Sun Tzu,""Tzu, Sun"",Thomas Cleary,""=""""1590302257"""""",""=""""9781590302255"""""",0,3.96,Shambhala,Paperback,273,2005,-500,,2017/05/21,to-read,to-read (#112),to-read,,,,0,,,0,,,,,";
"3392123,""Fables, Vol. 11: War and Pieces"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, Niko Henrichon, Andrew Pepoy"",""=""""1401219136"""""",""=""""9781401219130"""""",4,4.26,Vertigo,Paperback,192,2008,2008,2017/01/01,2017/04/25,,,read,,,,1,,,0,,,,,";
"28256439,""The Hidden Life of Trees: What They Feel, How They Communicate – Discoveries from a Secret World"",Peter Wohlleben,""Wohlleben, Peter"",""Tim Flannery, Jane Billinghurst, Susanne Simard"",""=""""1771642483"""""",""=""""9781771642484"""""",4,4.07,""Greystone Books,Canada"",Hardcover,271,2016,2015,2017/01/01,2017/04/03,,,read,,,,1,,,0,,,,,";
"21326,""Fables, Vol. 1: Legends in Exile"",Bill Willingham,""Willingham, Bill"",""Lan Medina, Steve Leialoha, Craig Hamilton, James Jean"",""=""""1563899426"""""",""=""""9781563899423"""""",4,3.99,Vertigo,Paperback,128,2002,2003,2017/01/01,2017/03/22,,,read,,,,1,,,0,,,,,";
"10567,Cell,Stephen King,""King, Stephen"",,""=""""1416524517"""""",""=""""9781416524519"""""",3,3.64,Pocket Star,Mass Market Paperback,449,2006,2006,2017/05/19,2012/12/07,,,read,,,,1,,,0,,,,,";
"21856367,""The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution"",Walter Isaacson,""Isaacson, Walter"",,""=""""147670869X"""""",""=""""9781476708690"""""",0,4.04,Simon and Schuster,Hardcover,528,2014,2014,,2017/05/19,to-read,to-read (#111),to-read,,,,0,,,0,,,,,";
"18656827,""Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal"",Nick Bilton,""Bilton, Nick"",,""=""""1591846013"""""",""=""""9781591846017"""""",0,4.04,Portfolio Hardcover,Hardcover,299,2013,2013,,2017/05/19,to-read,to-read (#110),to-read,,,,0,,,0,,,,,";
"31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,""Bilton, Nick"",,""=""""1591848148"""""",""=""""9781591848141"""""",0,4.29,Portfolio,Hardcover,328,2017,2017,,2017/05/19,to-read,to-read (#109),to-read,,,,0,,,0,,,,,";
"26168410,Zaginiona dziewczyna,Gillian Flynn,""Flynn, Gillian"",""Magdalena Koziej, Zbigniew Dziduch"",""="""""""""",""=""""9788377787922"""""",4,4.04,Burda Książki,Audiobook,,2014,2012,2017/05/12,2017/05/04,,,read,,,,1,,,0,,,,,";
